Text,Language
"Si l'étymologie du terme « nature » est relativement bien connue, l'évolution de son sens est beaucoup plus complexe à déterminer, et ce terme a connu des significations très différentes voire contradictoires pendant son histoire[1].",French
Le mot nature est attesté en français depuis 1119[2].,French
"Il vient du latin natura, qui désignait « le cours des choses ; le caractère naturel, la constitution, la qualité ; l'univers » et littéralement « naissance ».",French
"Le terme vient lui-même du verbe nascor (« naître »), ici au supin[1].",French
"Si ce terme signifie essentiellement le « caractère inné » au IIe siècle avant notre ère, le latin classique, notamment par le biais de Cicéron, va l'enrichir de tous les sens du terme grec phusis, beaucoup plus complexe et obscur et dont il devient la traduction en philosophie latine[1].",French
"Phusis vient du verbe phuein, dérivé de la racine phu qui désigne la croissance végétale.",French
"Phuein, c'est l'éclosion, ce qui se manifeste en révélant ce qui était contenu dans la semence ; ainsi, le phuein, c'est le propre de la plante qui croît à partir de soi-même, qui a son centre de changement à l'intérieur et non pas à l'extérieur, comme une pierre.",French
"Pour Merleau-Ponty, cette parenté de la phusis et du végétal fait que « est nature ce qui a un sens, sans que ce sens ait été posé par la pensée.",French
C'est l'autoproduction d'un sens »[3].,French
"Cette étymologie indique que les anciens grecs et romains avaient une conception dynamique, « vitaliste » de la nature[1], conception selon laquelle le vivant n'est pas réductible aux lois physico-chimiques de la matière[4].",French
"Pour les grecs de l'antiquité, Aristote en particulier, la nature est une puissance d'engendrement des êtres, mais cette puissance n'est pas séparée des choses elles-mêmes, elle leur est « immanente » : « chaque être naturel a en soi-même un principe de mouvement et de repos »[5].",French
"Aristote énumère cependant plusieurs définitions différentes de la nature, et introduit une opposition entre le naturel et l'artificiel : le naturel est ce qui est produit par la phusis, ce qui existe par soi-même, l'artificiel est ce qui est produit par la technè, par l'action et le travail (d'Hommes, d'animaux ou de dieux).",French
C'est cette opposition qui sera plus tard reprise dans la philosophie romaine par Cicéron à travers l'opposition nature/culture[1].,French
"Cette première approche dynamique et vitaliste s'est estompée au XVIIe siècle où le mot devient synonyme d'univers matériel, réglé par des lois[1].",French
"C'est ainsi que Fontenelle, après Descartes, dira que « la nature est en grand ce qu'une montre est en petit »[6].",French
"Mais si cette vision mécaniste de la nature reste encore largement répandue, elle a été critiquée par la génération romantique au début du XIXe siècle, et notamment par Engels dans son Anti-Dühring[7] : pour lui il faut concevoir la nature, aussi bien sur terre que dans l'univers comme un processus évolutif, historique et dialectique : rien dans la nature ne reste identique à soi, tout change et se transforme en permanence.",French
"Cette nouvelle approche redevenue dynamique s'illustrera pendant tout le XIXe siècle, notamment à travers Darwin qui instaure, dans la foulée de Buffon, une approche historique de la nature, qui n'est dès lors plus fixe : les espèces évoluent en permanence, ainsi que les milieux dans lesquels elles vivent.",French
"Tandis que Darwin se concentre sur l'histoire des êtres, celle des roches sera illustrée par Alfred Wegener, qui théorise la dérive des continents.",French
La première grande philosophie de la nature se trouve dans l'œuvre d'Aristote.,French
"Selon lui, « la nature ne fait rien en  vain », ce qui signifie que la nature est une puissance orientée vers certaines  fins.",French
L'explication  scientifique consistera donc à découvrir cette finalité.,French
"Par exemple, si l'eau monte dans un tuyau dont on aspire l'air, c'est parce que ""la nature a horreur du vide"".",French
"Selon Jan Patocka, « On peut demander si cette philosophie ne nous offre pas un cas typique d'anthropomorphisme »[8].",French
En fait Aristote pense l'action de la nature à partir du travail de l'artisan qui imprime une forme à la matière pour arriver à son but qui est de créer un objet.,French
La différence est que le travail de l'artisan reste extérieur à la matière alors que la nature agit à l'intérieur de la matière :« chaque être naturel a en soi-même un principe de mouvement et de repos »[9].,French
"Mais cette action de la nature est infiniment plus parfaite que celle de l'artisan et de sa ""techné"".« l'homme ne peut produire d'être vivant, ni d'être animé aussi parfait que les êtres de nature »[10].",French
C'est pourquoi Aristote affirme que « l'art imite la nature »[11] Cette conception finaliste de la nature a été contredite par la philosophie mecaniste développée au XVII°siècle par Descartes.,French
Selon Miguel Espinoza « le mécanisme est le squelette métaphysique de la science »[12].,French
"Dans cette philosophie, la nature n'est plus vue comme une puissance orientée vers la perfection et que l'homme devrait imiter, mais comme un univers matériel soumis à des règles   (""les lois de la nature"").",French
"Connaissant ces règles, l'homme peut alors se rendre « comme maître et possesseur de la nature » (Descartes).",French
"Cependant, cette conception réduit la nature à un statut d'objet dont les êtres humains (les sujets) pourraient disposer à leur guise.",French
L'écologie contemporaine a montré les limites de ce dualisme.,French
"Comme le dit Michel Serres nous devons modifier notre rapport à la nature : il propose dans son livre ""Le contrat naturel"" (1990) de considérer la nature comme ""un sujet de droit"" : « la nature serait ce sujet de droit avec lequel on passerait ce fameux contrat.",French
"»[13] Dans la même perspective François Flahault montre que la séparation de l'homme et de la nature remonte au dualisme platonicien et chrétien qui séparent l'âme et le corps, et il propose de s'en affranchir en prenant conscience que l'homme fait intégralement partie de la nature.",French
"Il nous faut « reconnaître à qui et à quoi nous devons la vie - et le verbe ""devoir"", ici, nous oriente vers la gratitude et le soin, nous invite à cultiver des relations d'affiliation, à assumer des responsabilités et des devoirs -.",French
"» [14] Dans l'usage commun et religieux, la nature a longtemps été présentée dichotomiquement en Europe, comme ce qui est autour de l'Homme, qui n'est pas lui (opposé à la culture), et qui est animé par des processus ou des forces qui lui échappent[réf.",French
"souhaitée] vu de façon horizontale, puis lors du Moyen Âge et avec l'arrivée de la pensée industrielle, une hiérarchie entre l'homme et la nature s'impose, l'homme est au-dessus de la nature, jusqu'à arriver à un stade d'opposition à la nature[15].",French
"À présent, avec les progrès scientifiques, il est généralement considéré comme acquis que l'espèce humaine soit parmi d'autres dans la nature.",French
"Les sciences et notamment l'écologie montrent que la nature (co-)évolue dans le temps et l'espace, selon des dynamiques complexes, incluant celles de l'évolution des espèces, la sélection naturelle, et que les forces animées ou détournées par l'être humain ou d'autres espèces sont devenues capables de modifier les grands processus naturels planétaires.",French
"Dans l'interprétation des philosophies animistes ou religieuses, la nature est présentée comme manifestant l'équivalent d'une volonté autonome ou d'un sens déterminé.",French
"Ainsi, celle-ci se vengera de ce qu'on lui fait de mal, ou au contraire rendra au centuple le bien qu'on lui fait.",French
Certains actes sont considérés comme contre nature.,French
"Ces expressions laissent penser que des cultures de l'homme contemporain accordent une valeur particulière à la Nature, d'ordre éthique, d'ordre moral ou d'ordre naturel, qu'il s'y inclut ou non.",French
La nature est perçue par les sens et est pensée de façon variable selon les espèces et les individus inclus[réf.,French
souhaitée].,French
"Du point de vue philosophique, la distinction se fait simplement entre la nature, la nature des espèces et la représentation de la nature humaine (Homo sapiens).",French
"Le raisonnement confine, limite et précise donc par défaut la capacité humaine et l'envergure à accorder, à reconnaître et à considérer à la valeur de l'exercice.",French
La représentation de la « nature humaine » correspond logiquement aux philosophies humaines existantes et aux cultures humaines possibles.,French
"La « philosophie de la nature » est un sujet d'apparence inexplorable par l'être vivant, malgré de multiples miroitements perceptibles.",French
"D'une certaine façon, on peut dire que le christianisme, suivant la tradition biblique et judaïque, a désacralisé la nature, qui fut alors associée à celle d’une transcendance divine, extérieure à l'homme[1].",French
Le mot même de « nature » n'apparaît jamais dans la Bible[1].,French
"Dans la Genèse, la nature est présentée dans le récit de la Création, comme l'œuvre d'un Dieu créateur : La Création se poursuit tout au long de « six jours ».",French
"Le sixième jour, Dieu crée l'homme et la femme : La nature est alors présentée comme un accès à l’Écriture sainte.",French
"Actuellement, pour les catholiques, la nature est l'appellation laïque de création.",French
"Saint Augustin, reprenant la tradition philosophique grecque, voit dans les créatures deux types de nature : l'essence (essentia) et la substance (substantia).",French
"Pour lui, « même le plus ignorant lit dans le monde ».",French
Les clés d'accès aux Écritures sont alors les quatre sens de l'Écriture.,French
La littérature allégorique du Moyen Âge faisait appel à plusieurs de ces sens pour l'interprétation des textes.,French
"Alain de Lille (1114-1203) écrivit par exemple deux poèmes (Anticlaudianus et De planctu Naturae) dont le principal personnage est « Nature », qui est une figure emblématique des lois du monde créé par Dieu.",French
"Il précise que ces poèmes doivent être lus à trois niveaux : au sens littéral (pour l'entendement puéril), au sens moral, ou au sens allégorique[16].",French
"Une autre illustration de ces représentations de la nature se trouve dans la série des tapisseries de La Dame à la licorne, qui est toute chargée d'allégories[17].",French
"L’idée sous-jacente est que la nature ne fait rien au hasard, mais est soumise à un commandement divin.",French
"Le transcendantalisme, né au XIXe siècle, suit le principe selon lequel la nature est un être divin, apprenant à l'homme la raison et la beauté[1].",French
Les transcendantalistes trouvent dans la nature une source d'expériences et d'aventures indispensables au développement intellectuel et spirituel de l'Homme.,French
Cette idée prévaut jusqu’à l'apparition de la conception moderne de la science (Galilée).,French
"Nouvelles représentations Avec Galilée et Descartes, une nouvelle représentation du monde apparaît avec une nouvelle hiérarchie.",French
"Descartes rejette la philosophie scolastique : Dans sa philosophie, Descartes introduisit des rapports radicalement nouveaux entre  l'homme et la nature, divisant le monde entre « res extensa » (les choses, donc la nature, passive) et « res cogitans » (l'esprit, donc l'Homme et Dieu, actifs et pourvus d'une intentionnalité)[1].",French
"Avec l’âge classique au XVIIe siècle, et la naissance de la science moderne, on assiste ainsi à l’invention d'une nouvelle représentation de la nature.",French
"Cette représentation est le résultat de la croyance de beaucoup de philosophes des XVIIe et XVIIIe siècles, selon lesquels la nature était gouvernée par une loi universelle, la gravitation.",French
On perçoit une extension des limites du monde connu à d'autres planètes.,French
Le monde s'étend alors au système solaire dont on connaît les « lois » d'évolution qu'il est possible de décrire sous une forme mathématique.,French
La méthode expérimentale permit de faire progresser la connaissance de l’histoire « naturelle » (i.e.,French
des sciences naturelles).,French
Ce qui a fait dire à Maurice Merleau-Ponty « Ce ne sont pas les découvertes scientifiques qui ont provoqué le changement de l’idée de Nature.,French
C’est le changement de l’idée de Nature qui a permis ces découvertes »[19].,French
"Émancipation de la pensée L'époque moderne a aussi inventé la liberté de pensée (cogito ergo sum, dit Descartes), il devient possible de parler publiquement d'athéisme.",French
"L’intervention divine devient alors plus abstraite, confinée au mystère de la foi.",French
"Ainsi, certaines formes d'empirisme ne rejettent pas la notion de foi et de religion, au contraire : la méthode expérimentale du physicien et chimiste irlandais Robert Boyle, par exemple, s'appuie sur une foi vécue dans l'expérimentation scientifique.",French
"Descartes rejette la conception aristotélicienne de la nature, l'existence de Dieu étant perçue sur un plan purement métaphysique.",French
"Une nouvelle conception de l’homme apparut au XVIIIe siècle, un homme qui s'appuie davantage sur la raison et sur l'expérience pour comprendre le monde.",French
"Au XIXe siècle, la notion même de métaphysique s'estompe presque complètement, submergée par les idéologies.",French
"Spinoza reviendra sur les propos de Descartes qu'il récuse notamment à travers son expression Deus sive Natura (« Dieu, c'est-à-dire la Nature »).",French
"Spinoza, dans Le Traité théologico-politique et l'Éthique identifie Dieu à une Nature « nécessaire », divinité infinie et immanente qui fait un avec la nature.",French
La substance universelle se compose ainsi aussi bien du corps que de l'esprit.,French
"La conception de l'homme, développée par Descartes, est tardive en Occident, mais également inédite dans l’histoire du monde.",French
Les sciences humaines n’héritent pas d’un domaine vacant car l’« homme n’existait pas ».,French
Mais cette émancipation partielle de l'humanité n'a pas pour autant supprimé toute forme de croyance.,French
"Pendant les Lumières, alors que les pratiques religieuses sont souvent perçues comme des superstitions par les philosophes, la conception populaire d'une sacralisation de la nature prit une emphase toute particulière.",French
"Ainsi, la croyance en un dieu créateur est très présente à travers le déisme : Voltaire ne croyait-il pas en un dieu créateur, qui aurait abandonné l'humanité à son triste destin ?",French
Cette croyance poussée à l'extrême engendra le culte de la Raison et de l'Être suprême.,French
"Il est significatif de constater que dans ce contexte de déchristianisation, parmi les fêtes civiques, c'est la fête de la nature qui aura réellement du succès.",French
Évolutions sémantiques et esthétiques Ce changement de représentation se fit à la faveur d'un changement linguistique majeur : l'apparition du français classique[20].,French
"Ainsi, le mot physique, qui étymologiquement, en grec, signifie la nature dans son ensemble (phusika), changea de sens pour prendre un sens presque exclusivement scientifique.",French
Un autre corollaire fut une évolution de la sensibilité esthétique.,French
"La hiérarchie des genres de la peinture classique, par exemple, accordait peu d'importance au paysage.",French
Celui-ci occupa à partir du XIXe siècle une place beaucoup plus importante.,French
La conception cartésienne de la nature n'a pas pour autant supprimé le sens que donnent les naturalistes à ce mot.,French
"L'histoire des sciences naturelles montre que l'interaction des êtres vivants entre eux et avec leur milieu a été une préoccupation constante de beaucoup de scientifiques, qui a pris une importance croissante jusqu'à l'avènement d'une écologie plus holistique, dont la naissance peut se situer vers le XVIIIe siècle.",French
"Elle illustre la diversité des thèmes étudiés en écologie, et de façon plus générale dans les sciences naturelles.",French
"Une étude de 2020[1] suggère qu'il existe actuellement quatre sens principaux au terme « nature », irréductibles les uns aux autres : La notion de nature porte donc en elle des questions philosophiques, à travers les rapports que l'homme entretient avec le milieu naturel et l'environnement, ses conceptions de la vie sociale, et les multiples sens qu'il est possible d'attribuer au mot nature dans les représentations sociales.",French
Le mot nature a donc conservé des sens multiples (polysémie).,French
"Les préoccupations environnementales actuelles montrent combien il importe d'identifier ces sens et leurs finalités dans chaque contexte particulier : suivant la définition utilisée, le rapport de l'Humanité à la « nature » n'est pas le même, et l'idée de « conservation de la nature » change d'objet, d'objectifs et de méthodes[1].",French
La nature recouvre les réalités suivantes : La Terre est la seule planète connue pour abriter la vie et ses caractéristiques naturelles font l'objet de nombreuses recherches scientifiques.,French
"Au sein du Système solaire, c'est la troisième la plus proche du Soleil ; c'est la plus grande planète tellurique et la cinquième plus grande de toutes.",French
"Ses principales caractéristiques climatiques sont la présence de deux grandes régions polaires, deux zones tempérées relativement étroites et une vaste région équatoriale tropicale à subtropicale[21][réf.",French
à confirmer].,French
"Les précipitations varient considérablement selon l'endroit, de plusieurs mètres d'eau par année à moins d'un millimètre[réf.",French
nécessaire].,French
71 % de la surface de la Terre est recouverte d'océans d'eau salée.,French
Le reste est constitué de continents et d'îles[réf.,French
"nécessaire], la majeure partie des terres habitées se trouvant dans l'hémisphère Nord[pertinence contestée].",French
La Terre a évolué grâce à des processus géologiques et biologiques qui ont laissé des traces des conditions originales.,French
La surface extérieure est divisée en plusieurs plaques tectoniques qui migrent progressivement.,French
"L'intérieur reste actif, avec une épaisse couche de manteau en convection et un noyau rempli de fer qui génère un champ magnétique.",French
Ce noyau de fer est composé d'une phase interne solide et d'une phase externe fluide.,French
"Le mouvement de convection dans le noyau génère des courants électriques par dynamo qui, à leur tour, génèrent le champ géomagnétique[réf.",French
nécessaire].,French
"Les conditions atmosphériques ont été considérablement modifiées par rapport aux conditions d'origine par la présence de formes de vie[22], ce qui crée un équilibre écologique qui stabilise les conditions de surface.",French
"Malgré les grandes variations régionales du climat selon la latitude et d'autres facteurs géographiques, le climat mondial moyen à long terme est assez stable pendant les périodes interglaciaires[23], et les variations d'un degré ou deux de la température moyenne mondiale ont eu historiquement des effets majeurs sur l'équilibre écologique et sur la géographie de la Terre[24],[25].",French
Voir : Le caractère imprécis de la définition même de « Nature » entretient une ambiguïté dans la relation entre Hommes et Nature[1].,French
"La biosphère terrestre étant de plus en plus marquée par l'empreinte de l'Homme, il devient de plus en plus difficile d'y trouver des espaces purement « naturels » au sens de « dépourvus d'influence humaine ».",French
"La nature au sens le plus strict est refoulée d'une part vers le bas, dans le sous-sol lointain et les grands fonds océaniques, et d'autre part vers le haut, dans l'espace intersidéral.",French
Les phénomènes climatiques eux-mêmes ne sont plus considérés comme indépendants de l'activité humaine.,French
"D'un autre côté, le concept est souvent employé dans un sens dérivé pour désigner des espaces aménagés par l'homme mais dans lesquels une large place est réservée à des peuplements végétaux et animaux ; c'est ainsi qu'on peut parler de nature à propos d'une forêt, même si elle est cultivée et exploitée depuis des siècles, et qu'on qualifie même de parcs naturels des territoires où s'exercent des activités agricoles intensives dotées de moyens mécaniques et chimiques modernes.",French
"Dans ce cas, le qualificatif naturel désigne certaines caractéristiques paysagères (variables selon le lieu et sans définition universelle) et n'implique pas l'absence d'artifice humain.",French
"Il fait référence à un mode de gestion de l'espace par l'Homme, plutôt qu'à une absence d'intervention humaine.",French
"Le mot naturel a également été employé à l'époque coloniale dans un sens équivalent à celui du mot anglais native, c'est-à-dire au sens étymologique, pour désigner les habitants natifs des pays colonisés.",French
"Cette appellation, qui ne se voulait pas injurieuse, avait cependant une connotation raciste dans la mesure où elle suggérait que ces hommes vivaient dans des conditions plus « proches de la nature » que les autres.",French
"Dans le même ordre d'idées, l'imagination populaire représente souvent les hommes de la Préhistoire comme plus naturels que les hommes d'aujourd'hui, suggérant que la nature correspond à un état primitif dont le progrès amène inéluctablement à s'éloigner.",French
L'idée de nature a été remaniée par la culture urbaine à travers la notion mythique de sauvagerie désignant de manière générale ce qui est extérieur à la civilisation.,French
Le fait que le même mot sauvage soit utilisé d'une part comme un synonyme de naturel et d'autre part pour qualifier des actes particulièrement violents ou cruels (même s'ils sont commis dans des sociétés urbaines avec des moyens techniques sophistiqués) met bien en évidence une certaine tradition idéologique qui place plus ou moins consciemment du côté de la nature ce qui est étranger à la culture dominante et/ou mauvais.,French
"Paradoxalement, il se trouve aussi que, dans d'autres contextes, le mot naturel est employé dans la langue populaire comme un synonyme de normal, légitime ou logique ; la Nature, lieu de la sauvagerie, est donc aussi celui du bon sens fondamental et, par voie de conséquence, elle est la source des principes les plus légitimes de l'Homme civilisé.",French
"Le développement des sciences et des techniques au cours des deux derniers siècles a été, de son côté, largement accompagné par une idéologie d'opposition entre l'Homme et la Nature, la connaissance étant généralement perçue comme un instrument de domination de la Nature plutôt que comme un moyen de vivre en harmonie avec elle.",French
"Cette époque a vu aussi se développer la philosophie du droit naturel, dont découlent notamment les droits de l'homme et selon laquelle l'Homme se verrait attribuer par nature des prérogatives immuables ; mais ici le paradoxe n'est qu'apparent, car dans ce contexte la notion de nature est employée dans le sens de nature humaine, et n'implique aucune espèce de « réconciliation » avec la Nature (la promotion des droits de l'homme est d'ailleurs, jusqu'à présent, indépendante de toute préoccupation environnementale)[26].",French
"En fait, la distinction entre l'humain et le naturel repose essentiellement sur des notions historiques et subjectives, voire contradictoires.",French
La question de son bien-fondé universel reste ouverte.,French
"La distinction (parfois conçue comme une opposition) a été inspirée et justifiée par le besoin, d'origine religieuse ou découlant de certaines formes d'humanisme, de représenter l'Homme comme un être en-dehors ou au-dessus de la Nature même si par ailleurs l'Homme n'est pas séparable de son environnement naturel avec lequel il est en interaction permanente et dont il ne peut pas plus s'affranchir que n'importe quelle autre espèce vivante[1].",French
"Voir les thèmes suivants : La forêt, stratégiquement importante pour la fourniture du bois, a fait l'objet d'une protection foncière particulière, renforcée en France depuis Colbert au XVIIe siècle.",French
"Récemment, le génome des espèces sauvages ou domestiques a pris une valeur juridique particulière avec une privatisation permise par « marques » de propriété d'hybrides et variétés végétales « créées » (ou isolées) par les semenciers puis les premières autorisations de brevetage du vivant.",French
"Mais la faune, la flore, la fonge et les organismes vivant sont encore en France et dans de nombreux pays considéré par le législateur comme res nullius (chose sans propriétaire).",French
"Depuis peu, et au niveau international, ils tendent cependant à être identifiés comme une partie du bien commun, qu'est la biodiversité, source de services écosystémiques ; ce qui donne une « valeur » nouvelle à la nature, notamment marquée en Europe par les directives Habitat ou Oiseaux.",French
"La « Nature » a récemment dans plusieurs pays, dont en France acquis un droit de protection, puis de représentation, assimilable dans une certaine mesure et dans certains cas à celui des droits des « victimes ».",French
"Ainsi, les aménageurs doivent prospectivement appliquer le principe « éviter > réduire > compenser » les impacts écologiques lors des grands projets[27].",French
"Et, en cas de pollution ou de catastrophe, le pollueur doit maintenant prendre en charge des compensations et/ou réparations.",French
"Théoriquement, cela se fait selon le principe pollueur-payeur, qui reste cependant difficile à appliquer quand la pollution est ancienne ou diffuse.",French
"Le principe de « préjudice écologique » a été en France, en 2012, confirmé par la Cour de Cassation lors du procès de l'Erika.",French
"La notion de nature renvoie a priori à l’idée d’un domaine ayant ses propres principes de développement, qui serait hors de l’action de l’homme.",French
"Or, on réalise aujourd'hui que le changement climatique a une origine anthropique.",French
L’idée de nature n’est donc pas suffisante.,French
Il y a une complémentarité et une interaction entre la nature et les communautés humaines.,French
L’esquisse de cette complémentarité réciproque peut s'éclairer avec la notion de culture écologique.,French
"On constate par exemple que les notions de patrimoine naturel et de patrimoine culturel sont intimement liées, en observant le patrimoine mondial de l'UNESCO qui dresse une liste de sites naturels et culturels.",French
"La convention de 2007 de l'UNESCO souligne l'interaction des communautés humaines avec la nature, dans la définition qui a été donnée du patrimoine culturel immatériel : Voir aussi : Culture et nature La notion de culture recouvre deux sens : Le premier correspond à l’idée de civilisation.",French
"Cette idée est aussi ancienne que l'histoire de l'humanité, mais a trouvé une nouvelle signification avec la Philosophie des Lumières.",French
"Dans ce sens, la culture est le trait distinctif de l’espèce humaine, associé à ses savoirs et savoir-faire.",French
Cette conception française de la culture serait plutôt individualiste.,French
"Le second est le sens allemand, émergeant sous l’influence du romantisme.",French
"La culture est la configuration particulière de croyances coutumières, traits matériels, organisations sociales… elle est une totalité singulière, une sphère autonome incommensurables avec d’autres totalités.",French
Cette conception plus collective s'oppose à la conception française.,French
"Dans Les Mots et les Choses, Michel Foucault définit l’anthropologie comme l’étude des rapports entre la nature et la culture.",French
Globalement on peut appréhender cette question en distinguant les anthropologies matérialistes et les anthropologies symbolistes.,French
Les anthropologies matérialistes s’intéressent aux fonctions structurantes de la vie matérielle.,French
"L’idée sous-jacente est que la nature est un déterminant de base : elle y est définie en termes ethnocentrique, comme étant le moteur de la vie sociale.",French
"On y trouve l’anthropologie marxiste des années 1970 en France, pour laquelle la nature est une donnée brute qui peut être appropriée ou transformée, et l’environnement naturel est une précondition de l’environnement économique.",French
"On trouve aussi la sociobiologie et l’écologie culturelle, entre lesquelles on souligne un certain parallèle puisque pour les deux, la cause ultime des comportements revient au champ de la nature.",French
"Dans tous les cas, pour les anthropologies matérialistes, la culture est une forme particulière d’adaptation à une nature qui serait partout un élément déterminant et conditionnant.",French
Les anthropologies symbolistes s’intéressent aux caractères symboliques de la vie sociale.,French
Elles mettent l’accent sur les aptitudes des hommes à créer un monde de signification et d’intentionnalités dépendant des déterminations brutes de la nature.,French
"Dans Anthropologie Structurale 2, Lévi-Strauss dit que l’anthropologie est la discipline qui pense la relation entre la nature et la culture.",French
"La dichotomie nature / culture soulevée, l’opposition nature / culture suggère deux possibilités.",French
Soit la culture est ce qui donne un sens à nature (la culture impose sa signification à la nature).,French
Soit la nature détermine les rapports sociaux (la nature donne forme à la culture).,French
La dichotomie nature / culture utilisée comme outil analytique est en partie dérivée de Claude Lévi-Strauss.,French
Il l’a notamment utilisée comme opérateur central pour décoder les mythologies.,French
Celui-ci a été reconnu pertinent par les ethnologues de ces sociétés amérindiennes.,French
"La mythologie retrace la construction de la nature sur un fond initial d’indifférenciation culturelle (ainsi, dans les mythes amérindiens, au début les animaux et les hommes avaient la même apparence).",French
"Chez Lévi-Strauss, l’opposition, là où elle est pertinente, c’est-à-dire dans les mythes, n’est qu’une façon de mettre une étiquette sur des contrastes.",French
L’écologie culturelle donne un crédit illimité à la nature.,French
"L’anthropologie structurale, à ce propos, n’oppose pas une forme d’idéalisme mais aussi un naturalisme, mais un naturalisme de principe.",French
"Lévi-Strauss n’a jamais varié dans l’idée que la nature conditionne les opérations intellectuelles, la nature devenant donc une construction empirique.",French
L’étude naturaliste doit permettre de comprendre la structure des groupes culturels.,French
Ce qui intéresse Lévi-Strauss est de rendre compte de la manière dont l’esprit opère dans des contextes culturels et géographiques distincts (ex : les Mythologiques).,French
"La mythologie révèle dans une forme épurée les opérations d’un esprit qui n’est plus condamné à mettre en ordre, mais qui peut « jouer » avec les règles de fonctionnement de la pensée.",French
"La dichotomie nature / culture est une spécificité culturelle occidentale développée en Europe à partir de la Renaissance puis en Occident moderne de Descartes à Darwin, qui s’est répandue dans le monde entier, en même temps que s’accroissait l’influence politique, culturelle et commerciale de l’Occident (Grandes découvertes, colonisation, science occidentale), mais qui n'est pas partagée universellement[1],[28].",French
"Ce paradigme n’est pas simplement un outil analytique parmi d’autres, il est aussi la clef de voûte de l’épistémologie moderne.",French
"Ainsi, Philippe Descola dans Par-delà nature et culture (2005) distingue quatre « modes d’identification » qui sont le totémisme, l’animisme, l'analogisme et le naturalisme.",French
"Selon lui, seule la société naturaliste (occidentale) produit cette frontière entre soi et autrui à travers l’idée de « nature » dans le sens de « ce qui ne relève pas de la culture », ce qui ne relève pas des traits distinctifs de l’espèce humaine, et des savoirs et savoir-faire humains (une des quatre définitions énumérées plus haut)[1].",French
Son usage comme outil analytique en ethnologie a parfois été fécond.,French
"Toutefois, et Descola l’a montré dans Par-delà nature et culture, l’idée de nature est étrangère à de nombreuses sociétés.",French
Wikipédia Écouter est une encyclopédie universelle et multilingue créée par Jimmy Wales et Larry Sanger le 15 janvier 2001.,French
"Il s'agit d'une œuvre libre, c'est-à-dire que chacun est libre de la rediffuser.",French
"Gérée en wiki dans le site web wikipedia.org grâce au logiciel MediaWiki, elle permet à tous les internautes d'écrire et de modifier des articles.",French
Elle est devenue en quelques années l'encyclopédie la plus fournie et la plus consultée au monde.,French
L'organisation à but non lucratif américaine Wikimedia Foundation est dépositaire de la marque Wikipedia.,French
Elle finance l'hébergement web de l'encyclopédie.,French
"L'anglais a été la première langue utilisée, et Wikipédia en anglais compte plus de six millions d'articles début 2020.",French
"Wikipédia en français, ouverte le 23 mars 2001, compte un peu plus de deux millions d'articles la même année.",French
"Wikipédia existe en plus de 300 langues, dans une apparence unie, mais avec de grandes variations de contenus.",French
"En mars 2000, Jimmy Wales met en ligne sur le Web une encyclopédie libre[1] appelée Nupedia.",French
"Il bénéficie pour cela du soutien de la société Bomis, dont il est l'actionnaire majoritaire[2].",French
Larry Sanger est engagé dans cette société au titre de rédacteur en chef.,French
"Comme Nupedia fonctionne avec un comité scientifique, la progression du nombre d'articles est très lente[3].",French
"Le 2 janvier 2001, Larry Sanger discute avec le programmeur Ben Kovitz, qui lui explique le concept du wiki.",French
"Vu la frustration occasionnée par la lenteur des progrès de Nupedia, Larry Sanger propose à Jimmy Wales de créer un wiki sous licence publique générale GNU afin d'accroître la vitesse de développement des articles, ce qui aboutit au lancement formel de Wikipédia le 15 janvier 2001[1],[2].",French
"En effet, étymologiquement, le terme « Wikipédia » est un mot-valise issu de la fusion de deux termes : wiki, type de site Web collaboratif (d'après le mot hawaïen wikiwiki qui signifie « rapide »[4]), se référant au fait que l'encyclopédie a toujours vocation à s'améliorer rapidement et à être constamment active de par son mode de fonctionnement, et -pédia, dérivé du mot grec παιδεία, paideia, « instruction », « éducation ».",French
"Ce nouveau projet devait servir à fournir du contenu textuel selon une méthode plus souple, permettant ensuite éventuellement d'alimenter Nupedia, après un passage par le filtre d'un comité d'experts.",French
La version française de Wikipédia est officiellement créée le 23 mars 2001.,French
"Elle est la première version de Wikipédia dans une langue autre que l'anglais, suivie par les versions en allemand et en catalan[2].",French
"À partir de ce moment, Larry Sanger travaille parallèlement sur Nupedia et Wikipédia.",French
Il participe à l'élaboration de la plupart des règles de fonctionnement de cette dernière[2].,French
"En février 2002, la rétribution de son travail pour Nupedia et Wikipédia est supprimée du budget alloué par Bomis ; en conséquence de quoi il démissionne officiellement le 1er mars 2002 de ses fonctions sur les deux projets[a].",French
"En 2003, la progression de Nupedia stagne, alors que Wikipédia se développe très rapidement.",French
"Le 26 septembre 2003, Nupedia est définitivement fermée et son contenu intégré à Wikipédia, qui poursuit son expansion.",French
"Selon Larry Sanger, Nupedia a échoué à cause d'une chaîne éditoriale trop lourde et de la difficulté à trouver des rédacteurs bénévoles[2].",French
"Le 20 juin 2003, la Wikimedia Foundation est créée pour financer le soutien technique de Wikipédia[5].",French
"Jimmy Wales intervient fin 2005 sur l'article « Wikipedia » de Wikipédia en anglais, pour retirer l'information selon laquelle Larry Sanger en était cofondateur, puisque Sanger a toujours été un salarié.",French
"Cet événement donne lieu à de nombreux articles dans la presse anglophone, ainsi qu'à des images humoristiques sur le sujet[b].",French
